"","germplasmName","Grain.moisture.content._Big6_Fra_23","Grain.moisture.content._Big6_Fre_23","Grain.moisture.content._Big6_Ith_23","Grain.moisture.content._Big6_Laf_23","Grain.moisture.content._Big6_Mas_23","Grain.moisture.content._Big6_Urb_23","Grain.moisture.content._Big6_Vin_23","Grain.moisture.content._Big6_Woo_23","Grain.test.weight...lbs.bu_Big6_Fra_23","Grain.test.weight...lbs.bu_Big6_Fre_23","Grain.test.weight...lbs.bu_Big6_Ith_23","Grain.test.weight...lbs.bu_Big6_Laf_23","Grain.test.weight...lbs.bu_Big6_Mas_23","Grain.test.weight...lbs.bu_Big6_Prn_23","Grain.test.weight...lbs.bu_Big6_Urb_23","Grain.test.weight...lbs.bu_Big6_Vin_23","Grain.test.weight...lbs.bu_Big6_Woo_23","Grain.yield...bu.ac_Big6_Fra_23","Grain.yield...bu.ac_Big6_Fre_23","Grain.yield...bu.ac_Big6_Ith_23","Grain.yield...bu.ac_Big6_Laf_23","Grain.yield...bu.ac_Big6_Mas_23","Grain.yield...bu.ac_Big6_Prn_23","Grain.yield...bu.ac_Big6_Urb_23","Grain.yield...bu.ac_Big6_Vin_23","Grain.yield...bu.ac_Big6_Woo_23","Heading.time...Julian.date_Big6_Laf_23","Heading.time...Julian.date_Big6_Mas_23","Heading.time...Julian.date_Big6_Prn_23","Heading.time...Julian.date_Big6_Scb_23","Heading.time...Julian.date_Big6_Urb_23","Heading.time...Julian.date_Big6_Vin_23","Heading.time...Julian.date_Big6_Woo_23","Lodging.incidence...0.9.percentage.scale.CO_321.0001282_Big6_Ith_23","Plant.height.inches_Big6_Mas_23","Plant.height.inches_Big6_Prn_23","Plant.height.inches_Big6_Urb_23","Plant.height.inches_Big6_Woo_23"
"167","2256",15.13,12.94,NA,16.39,13.62,13.72,NA,12.37,59.84,59.15,NA,51.86,60.63,47.55,59.7,NA,58.83,99.19,110.89,NA,54.46,88.03,95.54,110.43,NA,95.69,138.39,149.84,113.42,138.98,132.04,NA,133.56,NA,32.88,40.65,38.98,32.23
"168","2257",14.86,13.32,NA,17.62,13.31,13.02,NA,12.69,58.6,54.72,NA,52.59,60.23,54.28,57.95,NA,56.25,102.79,100.09,NA,72.54,83.62,103.8,117.27,NA,97.7,139.41,152.18,114.53,137.65,134.36,NA,136.58,NA,34.23,33.57,38.03,34.54
"169","2258",15.89,12.99,NA,16.63,13.1,12.77,NA,13.22,60.1,57.99,NA,51.44,60.79,50.3,60.25,NA,60.08,97.49,119.83,NA,53.74,76.48,73.48,114.07,NA,104.47,137.73,151.89,109.38,138.46,132.75,NA,134.71,NA,32.95,32.41,35.79,35.38
"170","2259",15.57,13.1,NA,15.86,13.63,12.26,NA,12.75,60.88,56.35,NA,49.82,62.24,52.61,57.58,NA,57.12,97.34,118.63,NA,41.53,90.68,94.54,99.18,NA,93.26,140.92,151.72,115.27,137.6,133.9,NA,137.48,NA,33.28,36.76,37.43,36.19
"171","2260",15.41,12.97,NA,17.5,13.29,10.75,NA,12.76,60.53,55.9,NA,53.43,61.23,55.46,55.3,NA,56.26,97.01,125.57,NA,74.63,78.87,96.16,105.72,NA,102.05,134.78,151.01,112.66,139.17,132.57,NA,136.42,NA,31.74,33.31,32.33,34.19
"172","2261",15.09,13.85,NA,17.12,13.41,12.3,NA,12.72,59.09,58.02,NA,52.46,60.44,55.52,57.65,NA,57.53,109.3,112.8,NA,81.56,90.13,105.54,108.45,NA,104.5,135.72,150.9,113.37,139.84,135.44,NA,138.59,NA,34.66,37.16,39.35,36.97
"173","2262",14.9,12.81,NA,16.49,13.23,12.01,NA,12.3,58.28,56.23,NA,50.87,59.74,50.26,57.16,NA,58.19,102.85,120.67,NA,80.75,96.12,103.02,105.96,NA,110.47,134.96,149.88,116.82,137.45,134.21,NA,136.22,NA,37.06,33.29,40.19,34.37
"174","2263",15.71,13.53,NA,17.05,13.87,11.11,NA,12.85,59.93,56.56,NA,51.35,60.2,47.41,55.92,NA,56.4,109.36,135.42,NA,71.29,93.69,73.1,121.91,NA,90.72,141.62,152.12,NA,142.55,136.74,NA,143.48,NA,37.15,38.74,44.38,38.5
"175","22PU-1001",15.41,13.11,NA,16.36,13.9,14.3,NA,12.59,59.72,57.71,NA,52.58,61.5,54,60.61,NA,56.94,108.33,128.04,NA,73.21,85.18,108.16,99.87,NA,95.76,134.68,149.61,114.59,138.15,134.17,NA,135.54,NA,40.83,39.06,40.39,37.99
"176","22PU-1002",15.94,13.65,NA,16.57,13.88,14.82,NA,12.82,61.49,58.44,NA,51.91,60.7,51.92,60.58,NA,57.84,100.05,113.11,NA,59.58,76.86,105.8,107.46,NA,94.62,142.35,151.02,114.93,135.35,133.15,NA,137.65,NA,40.51,43.28,41.77,39.93
"177","22PU-1020",15.43,14.05,NA,16.25,13.88,NA,NA,13.31,59.92,59.77,NA,51.88,61.58,NA,NA,NA,58.38,101.53,119.74,NA,78.63,82.91,NA,NA,NA,94.06,138.06,152.16,NA,139.26,NA,NA,142.66,NA,34.65,NA,NA,39.46
"178","22PU-1022",16.49,12.59,NA,17.02,13.52,NA,NA,13,62.37,57,NA,52.46,62.55,NA,NA,NA,58.64,81.9,NA,NA,57.64,74.9,NA,NA,NA,68.56,132.97,150.13,NA,138.76,NA,NA,131.93,NA,46.88,NA,NA,51.27
"179","22PU-1033",17.31,13.95,NA,17.14,13.99,NA,NA,13.58,62.85,57.92,NA,51.9,61.31,NA,NA,NA,55.11,85.78,118.72,NA,63.41,78.4,NA,NA,NA,87.08,137.9,151.18,NA,137.97,NA,NA,139.17,NA,42.87,NA,NA,40.77
"180","22PU-1075",12.92,12.82,NA,16.01,13.7,13.42,NA,12.33,58.29,58.06,NA,52.94,59.81,49.81,58.41,NA,58.86,89.62,82.73,NA,67.46,75.57,86.98,86.94,NA,81.49,140.66,151.74,124.74,141.19,136.19,NA,142,NA,38.9,47.16,42.32,39.05
"181","22PU-1076",13.99,13.92,13.2,16.53,13.56,13.3,12.7,12.52,58.65,57.24,56.5,52.61,60.7,49.59,58.11,58.11,57.06,88.43,83.29,64.25,62.88,74.69,76.08,102.4,56.21,70.31,140.89,152.28,124.1,140.4,137.24,131.39,143.38,-0.01,34.35,38.81,40.66,33.59
"182","22PU-1122",15.89,12.87,NA,16.73,13.61,NA,NA,13.37,60.54,56.67,NA,53.49,62.14,NA,NA,NA,57.69,99.3,102.04,NA,47.81,77.31,NA,NA,NA,75.45,139.54,151.26,NA,138.36,NA,NA,139.04,NA,36.13,NA,NA,32.96
"183","22PU-1182",15.16,13.28,NA,17.95,13.81,NA,NA,12.58,61.41,59.93,NA,52.1,62.31,NA,NA,NA,57.19,92.25,93.66,NA,69.69,74.79,NA,NA,NA,116.76,136.73,151.03,NA,135.81,NA,NA,136.55,NA,31.34,NA,NA,40.81
"184","22PU-1188",15.23,13.15,NA,16.66,13.74,15.01,NA,12.68,61.37,54.17,NA,49.91,61.91,56.13,61.93,NA,55.54,75.88,77.28,NA,62.75,75.16,105.94,72.05,NA,60.71,135.8,151.12,112.65,139.31,136.69,NA,140.04,NA,48.5,41.69,50.14,49.12
"185","22PU-1227",16.99,13.13,NA,16.99,13.51,13.66,NA,12.9,62.41,56.88,NA,51.86,60.69,52.35,60.75,NA,56.15,89.14,109.21,NA,65.85,85.3,113.39,107.21,NA,89.15,135.28,149.94,111.79,138.45,133.68,NA,137.72,NA,38.71,33.43,46.32,43.68
"186","22PU-1385",15.68,12.26,NA,15.7,13.23,14.68,NA,11.61,61.44,59.4,NA,52.63,61.42,54.41,60.7,NA,57.34,90.63,113.46,NA,62.51,79.76,90.41,97.9,NA,89,133.87,150.13,108.85,131.85,128.87,NA,132.55,NA,35.48,35.16,39.92,37.24
"187","22PU-3012",16.02,13.02,NA,17.06,13.72,14,NA,12.98,61.13,55.38,NA,53.86,61.23,51.89,60.3,NA,53.38,93.43,87.74,NA,45.69,75.16,81.05,77.04,NA,72.28,135.61,150.1,114.71,135.3,133.9,NA,135.16,NA,40.29,42.69,41.48,39.26
"188","22PU-3027",15.3,14.28,NA,17.57,14.58,14.55,NA,13.29,59.57,56.77,NA,53.27,62.14,50.21,59.88,NA,58.56,105.45,103.84,NA,67.56,89.74,86.39,105.29,NA,83.34,141.81,152.28,NA,139.34,135.79,NA,144.62,NA,36.71,40.22,39.87,37.85
"189","22PU-3048",14.86,14.66,NA,15.74,13.44,13.57,NA,13.01,59.14,58.87,NA,53.53,60.73,47.78,58.81,NA,57.7,90.84,96.51,NA,62.25,72.83,79.85,89.72,NA,64.77,133.57,150.06,113.1,134.04,131.83,NA,136.38,NA,36.21,38.32,46.59,36.72
"190","22PU-3054",15.12,13.41,13.63,16.25,12.87,13.55,11.8,12.6,59.79,60.2,56.44,53.06,60.59,54.69,60.13,59.06,56.34,96.13,122.48,59.22,75.29,69.14,77.6,114.65,56.45,80.72,136.73,151.95,115.25,139.75,134.35,127.83,141.07,-0.04,32.81,35.31,38.93,31.78
"191","22PU-3055",14.7,14,NA,16.39,13.11,NA,NA,12.87,59.04,59.24,NA,54.31,60.99,NA,NA,NA,56.8,86.98,107.91,NA,70.8,84.07,NA,NA,NA,87.37,139.95,152.1,NA,141.71,NA,NA,142,NA,35.57,NA,NA,33.67
"192","22PU-3057",14.26,13.53,13.48,16.19,12.89,13.13,11.15,12.75,58.78,58.36,56.46,52.68,60.96,53.28,59.6,58.11,56.62,93.62,115.83,58.02,70.34,74.45,72.41,104.32,62.06,82.45,139.13,151.62,121.5,139.06,135.14,129.36,141.92,0.01,33.1,36.16,38.94,33.73
"193","22PU-3070",16.47,13.31,NA,16.91,12.85,NA,NA,13.29,63.28,60.68,NA,55.42,61.14,NA,NA,NA,59.06,92.14,105.95,NA,51.5,76.21,NA,NA,NA,83.1,NA,151.94,NA,141.82,NA,NA,142.81,NA,32.92,NA,NA,35
"194","22PU-3071",14.62,12.74,13.35,15.93,12.95,12.53,11.92,12.22,58.3,57.87,55.26,52.3,59.06,54.95,55.39,57.81,57.07,97.05,126.12,63.37,77.53,85.76,102.03,107.53,95.15,99.66,142.07,152.08,NA,142.2,138.46,132.55,143.62,0.01,32.62,39.84,41.97,35.79
"195","22PU-3081",13.74,NA,NA,16.75,13.49,14.18,NA,12.65,59.15,NA,NA,51.71,60.56,56.51,60.64,NA,53.24,102.05,NA,NA,48.53,82.21,111.75,120.08,NA,89.42,137.97,151.76,112.42,137.84,131.4,NA,137.32,NA,34.63,34.32,39.95,32.31
"196","22PU-3086",13.29,12.45,NA,15.95,13.62,11.52,NA,12,56.18,55.9,NA,53.29,59.21,53.42,57.19,NA,55.19,96.91,104.46,NA,48.22,78.73,95.94,105.8,NA,64.72,141.95,151.08,113.3,138.9,135.22,NA,140.31,NA,34.74,37.95,37.06,33.3
"197","22PU-3107",15.37,13.56,13.07,17.26,13.97,14.44,12.17,12.94,60.81,58.46,57.36,54.39,61.76,54.91,60.63,58.42,56.95,97.29,110.51,63.2,78.91,86.48,78.48,106.16,60.22,85.37,138.23,151.44,116.68,139.28,136.6,127.93,138.18,0.06,36.98,36.5,39.91,36.82
"198","22PU-3108",15.35,13.78,NA,17.07,13.34,14.13,NA,13.23,60.03,57.79,NA,54.71,62.26,54.58,60.44,NA,55.77,106.78,105.49,NA,90.95,84.17,77.43,109.27,NA,86.84,138.09,152.15,114.98,138.3,134.57,NA,141.23,NA,33.98,37.97,39.04,35.63
"199","22PU-3109",15.62,13.91,NA,16.25,13.87,14.1,NA,12.95,61.35,58.22,NA,53.85,61.61,56.28,61.27,NA,56.51,99.03,109.79,NA,82.67,75.92,80.79,96.61,NA,83.69,135.61,151.13,113.93,138.34,133.62,NA,141.45,NA,36.38,40.76,39.65,38.95
"200","22PU-3110",15.72,14.03,NA,16.21,13.2,14.65,NA,12.77,60.88,58.84,NA,53.75,59.53,51.17,61.09,NA,59.34,101.63,114.46,NA,80.11,77.78,91.27,108,NA,81.64,137.25,150.85,114.88,139.58,132.72,NA,140.62,NA,37.02,39.98,41.86,38.03
"201","22PU-3112",14.86,12.87,NA,16.97,13.36,12.71,NA,13.21,59.88,58.86,NA,54.01,61.24,51.8,58.12,NA,56.82,94.42,103.28,NA,71.95,76.9,77.54,109.2,NA,91.78,136.12,152.18,118.63,139.42,133.78,NA,141.08,NA,36.71,42.71,38.3,40.42
"202","22PU-3117",16.8,13.72,NA,17.44,13.63,15.11,NA,13.31,63.52,58.39,NA,52.56,62.78,56.99,62.2,NA,56.98,88.26,101.26,NA,67.39,81.87,83.98,95.15,NA,92.61,135.86,151.89,118.45,138.64,134.92,NA,141.64,NA,42.64,45.35,48.17,44.72
"203","22PU-3123",16.39,13.68,14.07,18.41,13.71,13.91,14.16,13.46,62.43,57.42,58.54,52.86,61.66,54.25,59.71,56,57.98,91.76,99.92,67.47,59.04,80.4,96.25,115.9,70.04,94.78,NA,151.02,NA,144.77,138.98,133.85,144.2,0.1,33.67,39.66,39.52,36.37
"204","22PU-3152",15.09,12.63,NA,16.75,12.84,12.27,NA,11.81,59.85,54.11,NA,52.36,59.37,48.77,58.58,NA,53.75,99.42,99.45,NA,66.68,82.59,106.09,103.5,NA,75.92,136.09,151.31,114.28,133.81,134.86,NA,135.05,NA,34.21,35.68,37.9,30.19
"205","22PU-3153",15.95,12.17,NA,16.76,13.58,11.39,NA,12.21,60.96,51.18,NA,51.86,58.77,46.37,57.51,NA,51.46,93.52,114.24,NA,50.75,71.09,77.07,98.21,NA,74.67,137.61,150.98,112.32,137.54,133.38,NA,136.86,NA,34.64,37.59,34.31,36.17
"206","22PU-3157",14.01,12.51,NA,16.58,13.78,12.51,NA,12.05,56.16,56.23,NA,50.5,57.28,47.27,58.19,NA,56.45,103.68,120.6,NA,75,82.19,114.34,118.14,NA,83.14,135.98,151.92,113.97,139.75,134.93,NA,137.58,NA,38.65,34.5,36.51,33.38
"207","22PU-3166",15.61,12.99,NA,17.35,14.25,NA,NA,12.53,61.59,57.9,NA,52.28,62.97,NA,NA,NA,54.77,88.55,99.33,NA,52.19,74.51,NA,NA,NA,70.87,133.74,149.09,NA,134.25,NA,NA,135.49,NA,44.47,NA,NA,40.65
"208","22PU-3248",17.03,13.15,13.98,17.78,13.43,14.33,11.31,13.11,61.76,58.39,55.45,53.06,61.78,51.04,60.67,59.4,52.66,105.67,121.54,63.1,81.65,87.89,92.75,107.15,68.85,81.13,136.94,150.97,114.62,136.68,132.91,126.58,138.47,0.03,37.13,41.29,40.64,37.33
"209","22PU-3251",15.98,12.85,NA,16.95,13.02,12.73,NA,12.63,61.13,56.54,NA,54.22,61.54,47.6,57.88,NA,57.9,91.04,95.29,NA,54.84,71.31,81.82,72.29,NA,69.42,135.25,151.61,115.41,136.61,133.69,NA,137.52,NA,34.88,34.31,36.16,33.56
"210","22PU-3262",15.81,13.29,13.88,16.92,13.17,14.11,12.01,13.15,60.05,57.65,56.11,52.37,61.35,50.59,60.48,57.82,56.1,97.5,115.6,56.18,70.45,85.57,90.33,98.31,63.48,87.99,137.11,150.88,113.31,139.74,133.96,126.24,138.09,1,43.7,42.7,48.26,44.42
"211","22PU-3304",17.03,13.88,NA,17.14,13.89,14.25,NA,12.84,64.82,57.36,NA,54,63.89,53.09,61.89,NA,59.79,91.94,107.9,NA,68.41,87.31,69.04,90.46,NA,97.78,135.14,151.12,119.34,136.17,133.17,NA,136.75,NA,45.94,41.3,46.31,40.28
"212","22PU-3425",16.94,13.11,NA,16.55,13.5,NA,NA,13.04,62.61,60.54,NA,53.06,62.93,NA,NA,NA,59.17,87.56,106.89,NA,66.97,70.58,NA,NA,NA,86.23,139.9,151.8,NA,138.61,NA,NA,139.73,NA,37.46,NA,NA,39.39
"213","22PU-3447",14.81,13.09,NA,15.47,13.06,14.24,NA,12.32,59.91,59.41,NA,54.47,61.58,52.5,61.36,NA,60.42,95.48,110.23,NA,74.7,81.31,98.36,112.24,NA,83.22,139.32,150.77,112.67,139.3,133.49,NA,138.65,NA,38.84,43.32,40.15,37
"214","22PU-3451",14.53,13.18,13.67,16.39,12.9,13.74,11.88,12.67,59.57,59.07,56.43,54.14,60.87,52.7,59.83,57.93,54.92,100.23,101.32,68.03,70.17,80.52,88.26,102.67,59.38,80.25,136.08,150.35,112.92,136.5,133.85,125.93,139.79,0.53,36.42,37.77,40.77,35.19
"215","22PU-3456",15,13.19,NA,15.7,13.25,NA,NA,12.33,58.78,57.97,NA,54.98,60.93,NA,NA,NA,58.99,97.57,109.25,NA,71,78.69,NA,NA,NA,85.27,138.48,151.11,NA,137.27,NA,NA,NA,NA,40.09,NA,NA,37.94
"216","22PU-3473",18.09,14.04,NA,17.46,13.27,14.24,NA,13.17,64.8,59.8,NA,56.17,64.06,58.52,61.78,NA,62.29,88.84,104.34,NA,84.58,82.79,104.62,91.68,NA,100.17,135.1,151.11,114.26,138.41,134.1,NA,137.54,NA,43.88,46.62,45.06,41.9
"217","25R76",NA,13.64,NA,17.04,NA,13.79,NA,12.94,NA,58.27,NA,52.92,NA,51.77,60.5,NA,57.2,NA,119.65,NA,76.2,NA,89.59,109.49,NA,96.44,136.94,NA,116.34,137.56,133.77,NA,137.23,NA,NA,35.68,41.42,34.99
"218","AG0762",NA,NA,NA,NA,NA,NA,11.58,NA,NA,NA,NA,NA,NA,NA,NA,55.81,NA,NA,NA,NA,NA,NA,NA,NA,68.46,NA,NA,NA,NA,NA,NA,125.23,NA,NA,NA,NA,NA,NA
"219","AgriMAXX505",17.85,13.26,13.89,17.25,13.37,14.01,11.59,12.68,63.03,60.03,57.64,54.73,62.36,56.3,61.55,60.63,59.68,104.22,122.49,74.7,86.54,92.33,104.28,126.16,71.11,107.61,136.26,152.03,113.06,138.77,134.93,127.3,138.3,0.01,33.48,37.07,39.29,34.8
"220","B120",NA,NA,NA,NA,NA,NA,11.01,NA,NA,NA,NA,NA,NA,NA,NA,56.33,NA,NA,NA,NA,NA,NA,NA,NA,62.98,NA,NA,NA,NA,NA,NA,123.68,NA,NA,NA,NA,NA,NA
"221","B125",NA,NA,NA,NA,NA,NA,11.92,NA,NA,NA,NA,NA,NA,NA,NA,56.99,NA,NA,NA,NA,NA,NA,NA,NA,76.57,NA,NA,NA,NA,NA,NA,126.4,NA,NA,NA,NA,NA,NA
"222","B726",NA,NA,NA,NA,NA,NA,11.66,NA,NA,NA,NA,NA,NA,NA,NA,56.24,NA,NA,NA,NA,NA,NA,NA,NA,65.94,NA,NA,NA,NA,NA,NA,124.04,NA,NA,NA,NA,NA,NA
"223","FILL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.31,NA,NA,NA,NA,NA,NA,NA,NA,90.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.87,NA,NA
"224","Hilliard",14.97,NA,13.81,NA,13.69,NA,11.87,NA,59.75,NA,56.45,NA,60.38,NA,NA,58.25,NA,110.08,NA,70.64,NA,85.05,NA,NA,71.54,NA,NA,150.94,NA,NA,NA,125.44,NA,0.01,34.74,NA,NA,NA
"225","MI16R0720",15.69,13.28,14.05,17.09,13.55,12.5,11.64,12.47,60.06,56.59,53.28,48.34,58.4,53.71,58.6,55.69,55.08,104.65,123.39,76.4,57.32,85.22,117.33,118.39,81.96,94.69,135.53,149.69,114.52,136.31,132.35,124.83,136.47,0.03,32.95,34.77,35.81,34.34
"226","MI17R0357",15.39,12.9,13.51,17.46,13.75,13.04,11.34,12.4,59.27,58.48,55.94,53.27,60.17,52.49,60.03,54.76,55.7,108.54,121.88,67.18,67.89,87.51,89.78,113.45,58.51,89.49,135.85,150.45,112.11,137.54,131.79,122.21,135.86,0.02,32.05,31.32,34.22,29.85
"227","NY11014-9-25-1319",16.1,13.7,13.71,17.7,14.03,13.6,13.68,13.13,59.48,53.59,55.72,49.07,60.83,53.19,58.12,52.44,54.95,101.55,108.4,71.77,78.22,93.6,93.88,107.41,59.65,99.14,140.89,151.45,125.73,140.63,137.79,130.3,143.03,-0.05,34.76,42.95,39.96,39.73
"228","NY12006-2-1-7",14.84,15,13.64,17.9,14.81,12.88,15.06,13.36,59.48,54.07,56.36,49.79,60.93,54.11,56.7,50.08,56.51,93.9,106.64,67.93,74,96.95,88.62,105.79,57.78,98.82,NA,152.88,NA,143.63,139.36,134.54,144.23,0.02,36.42,43.78,41.81,40.48
"229","NY12007-2-4-13-1381",15.85,13.99,13.91,18.48,13.46,14.64,14.06,12.67,59.71,55.74,55.54,49.85,60.55,53.97,59.62,54.3,56.12,95.66,111.95,63.85,74.12,90.14,102.84,107.6,66.01,94.92,139.36,152.65,122.5,142.23,136.22,127,143.71,0.03,35.51,43.87,41.33,36.91
"230","NY12300-1-6-07-1436",18.04,14.39,14.11,19.17,14.63,15.22,12.99,14.71,63.22,58.56,57.15,53.48,63.31,55.23,61.59,58.53,57.41,100.38,103.44,59.4,78.59,86.35,107.23,103.44,49.57,101.05,138.32,151.3,119.21,140.31,137.2,125.61,140.31,-0.04,31.24,36.29,35.37,33.5
"231","NY12302-2-14-01-1441",15.85,19.18,14.02,19.53,16.82,15,17.5,14.78,60.48,47.95,54.22,49.16,60.67,55.73,57.1,50.29,54.54,108.49,98.66,70.96,76.7,90.79,92.91,94.5,63.03,99.77,142.89,152.89,NA,144.01,141.44,134.43,144.15,-0.05,32.43,39.53,37.76,34.59
"232","NY12302-2-14-08-1442",16.28,16.93,13.43,19.69,15.84,18.09,18.64,14.45,60.16,53.46,53.97,48.4,60.92,53.68,57.36,48.03,54.07,104.23,97.39,60.11,79.78,95.03,95.8,104.77,68.25,107.91,NA,153.2,NA,142.09,141.48,131.15,NA,0.04,33.5,40.98,37.69,35.8
"233","NY12308-1-18-09-1449",16.13,14.04,13.83,17.97,13.83,11.98,14.09,13.25,59.67,54.35,53.06,48.93,59.24,52.42,56.01,53.79,55.42,97.46,113.22,61.68,66.95,84.85,86.56,106.24,71.64,96.51,142.12,152.16,NA,142.04,138.93,131.21,144.29,-0.06,36.3,37.52,37.48,38.48
"234","NY12311-1-30-10-1452",15.86,13.59,14.17,17.77,13.92,13.26,13.54,13.16,59.75,57.43,55.96,51.26,61.46,53.89,59.1,55.95,53.81,103.87,117.66,72.91,84.71,99.13,101.39,105.51,71.49,93.33,136.27,152,120.64,140.01,135.51,127,144.26,0,33.99,37.73,37.54,34.46
"235","NY12325-1-10-12-1476",15.17,13.49,13.96,17.94,13.62,13.04,14.46,13.29,59.13,56.22,55.91,51.34,59.4,49.19,59.11,53.82,56.85,102.52,125.48,66.8,84.86,94.21,95.63,110.01,74.62,109.22,NA,153.11,NA,144.12,138.24,132.88,144.3,0.04,32.85,39.84,41.01,39.35
"236","NY12325-1-10-18-1477",15.94,13.8,14.01,18.19,13.77,13.76,14.59,13.09,61.15,56.89,56.61,52.19,60.25,51.44,60.46,53.49,58.21,104.69,110.07,74.92,93.43,94.13,88.17,121.24,72.28,104.49,NA,152.87,NA,145.42,139.75,133.26,144.2,0,34.27,40.03,39.03,36.02
"237","NY12351-1-14-20-1484",15.83,13.91,14.2,17.89,14.43,13.13,11.97,13.53,61.05,57.08,56.45,51.99,61.79,53.17,58.48,54.25,56.51,104.71,116.96,79.48,51.19,89.9,105.97,115.12,62.75,107.44,140.31,150.81,117.31,140.68,135.05,126.57,139.69,-0.05,34,38.1,41.47,31.36
"238","NY12397-1-4-13",16.74,13.26,13.74,18.31,14.03,13.24,11.86,12.85,61.23,57.26,56.72,52.59,61.38,53.4,59.72,56.48,57.12,101.17,115.36,64.32,73.45,91.76,86.15,106.34,61.37,94.59,137.01,151.5,113.06,138.39,133.89,125.02,137.25,0.01,32.37,34.48,36.93,30.57
"239","NY12398-2-16-07-03W-1580",17.61,13.82,14.09,18.39,14.11,13.4,14.34,13.26,62.12,55.96,57.79,50.95,60.73,45.01,58.69,52.24,56.7,92.19,106.13,66.11,80.25,80.79,67.04,107.97,59.89,79.85,138.48,151.85,121.34,141.26,136.46,128.61,144.45,-0.1,31.86,35.92,33.98,32.12
"240","NY12457-1-8-02",15.94,13.87,13.56,17.8,14.25,13.08,13.21,13.02,59.35,54.38,55.57,49.99,60.35,53.91,57.05,53.92,55.87,100.17,93.27,67.01,61.64,86.64,79.54,104.25,55.97,90.88,141.99,152.24,119.45,143.3,135.54,129.63,144.13,0.02,34.88,38.18,36.08,34.69
"241","NY12508-1-7-15-1536",17.77,12.97,14.13,17.8,13.95,12.37,11.48,13.08,62.23,58.15,56.66,52.38,61.41,50.56,58.57,55.48,59.1,99.36,109.58,66.35,66.24,86.01,98.02,109.98,55.99,103.52,137.68,150.96,113.69,138.36,134.41,124.93,139.09,-0.03,33.76,37.27,37.75,34.19
"242","NY12512-1-6-05-1542",18.45,13.99,13.68,18.15,13.97,11.32,13.17,13.17,62.49,55.04,56.57,48.52,61.03,55.09,54.43,53.22,57.38,98.15,108.04,63.42,78.74,93.44,81.25,104.36,70.74,104.58,143.99,152.11,NA,144.53,138.34,131.09,143.45,0,37.4,38.68,39.75,36.66
"243","NY15116-01-06-01-1804",15.25,12.63,13.72,16.91,13.07,13.91,11.51,12.46,59.75,55.83,55.43,52.16,59.61,52.68,61.1,56.08,55.58,104.43,115.31,64.65,86.54,77.77,90.54,109.21,65.62,92.24,132.95,150.99,111.41,135.62,132.96,123.72,136.03,0,32.3,33.76,35.97,33.36
"244","NY15150-01-01-12-1870",16.2,12.73,14.06,17.15,13.84,14.11,11.24,12.55,59.93,53.84,55.9,51.89,59.84,52.35,59.12,54.79,55.17,115.22,107.37,81.2,87.65,93.78,100.17,129.58,55.21,109.41,135.43,151.57,117.86,139.15,134.01,125.81,138.97,0,33.2,39.54,39.78,36.08
"245","NY15158-01-01-10-1873",14.85,13.3,13.97,16.81,13.7,14.56,11.4,12.81,59.81,56.68,54.95,50.45,60.26,53.63,60.71,55.18,56.82,103.43,123.58,71.72,55.64,84.99,118.49,111.74,72.35,101.13,135.48,150.41,112.54,134.62,132.41,125.05,136.93,-0.08,34.55,38.24,38.08,37.85
"246","NY99056-161-O",14.68,16.34,13.72,18.48,13.25,14.75,18.53,13,57.89,51.81,55.43,51.6,59.86,54.62,56.8,46.21,55.43,104.75,99.85,66.05,42.57,84.21,104.27,101.8,35.28,90.18,NA,153.97,120.12,146.26,141.99,NA,NA,-0.06,34.12,44.87,41.13,39.02
"247","OH13-88-61",16,13.26,14.06,16.96,13.65,14.26,11.76,12.95,61.36,58.38,56.43,53.6,61.38,53.75,60.75,58.31,58.44,107.22,118.02,72.14,91.83,94.52,100.04,105.62,68.25,107.82,135.75,149.97,112.73,136.06,134.44,123.95,136.21,0.01,34.52,37.34,39.82,35.66
"248","OH15-191-52",16.37,13.77,14.14,17.24,13.53,12.8,11.84,13.16,61.55,56.01,57.21,53.28,60.36,55.09,58.53,57.37,57.27,106.06,116.37,74.17,62.13,88.58,89.7,107.9,77.79,103.87,140.17,152.02,116.44,140.12,135.25,127.04,140.57,0.01,34.84,37.58,36.84,36.39
"249","OH18-46-89",18.63,13.22,13.98,18.25,13.76,13.71,12.47,13.03,64.05,56.94,56.93,53.66,62.86,58.23,59.88,58.96,57.23,104.03,113.42,64.18,68.94,96.96,120.98,109.94,75.31,94.2,139.14,151.05,118.82,139.09,135.19,127.9,140.02,0.21,37.5,43.78,38.71,39.81
"250","OH18-65-13",17.92,13.29,14.09,17.84,13.76,15.51,12.07,13.19,62.12,58.05,57.57,51.07,62.45,54.61,63.6,56.48,57.75,101.71,120.79,67.99,56.47,96.78,80.84,120.24,64.79,95.05,134.98,150.92,113.09,137.69,133.83,124.19,136.47,-0.02,34.93,34.75,36.78,35.01
